nose_x,nose_y,forehead_x,forehead_y,left_eye_x,left_eye_y,mouth_left_x,mouth_left_y,chin_x,chin_y,right_eye_x,right_eye_y,mouth_right_x,mouth_right_y,pitch,yaw,roll
0.4891940653324127,0.639721691608429,0.5211009979248047,0.2958059310913086,0.3547428250312805,0.4415972828865051,0.40375253558158875,0.6809272170066833,0.4813206195831299,0.8079202175140381,0.6695437431335449,0.473941832780838,0.5742025375366211,0.7029939293861389,-0.3992307782173157,0.01822657883167267,0.08567621558904648
0.4014994502067566,0.6041839122772217,0.4753158390522003,0.34452319145202637,0.4085744023323059,0.481753945350647,0.42156970500946045,0.668330192565918,0.4474746584892273,0.7644911408424377,0.6058155298233032,0.5069399476051331,0.5233443975448608,0.69137042760849,0.47006502747535706,1.1895333528518677,0.3009588122367859
0.44553428888320923,0.6218761801719666,0.44354701042175293,0.3736156225204468,0.42417576909065247,0.5086531043052673,0.4801195561885834,0.6839026212692261,0.5288193225860596,0.7692796587944031,0.5862513780593872,0.500861406326294,0.5828478932380676,0.6798387765884399,-0.1846497654914856,0.8811366558074951,-0.23685243725776672
0.46799182891845703,0.6484204530715942,0.4079117178916931,0.3707582354545593,0.3542216420173645,0.5240164399147034,0.4635809659957886,0.6993054151535034,0.5518535375595093,0.7800147533416748,0.6051856279373169,0.4672289192676544,0.6045762896537781,0.6662958264350891,-0.17537863552570343,0.29920831322669983,-0.37337449193000793
0.3720598518848419,0.6211955547332764,0.3950599431991577,0.39292120933532715,0.3973759114742279,0.5139638185501099,0.4336177408695221,0.6976907849311829,0.467872679233551,0.7739936113357544,0.525802493095398,0.49825620651245117,0.5087791681289673,0.6985430121421814,-0.8821693658828735,1.1980035305023193,-1.0333740711212158
0.4963947832584381,0.6050516366958618,0.4413934648036957,0.34073761105537415,0.34784871339797974,0.5159738659858704,0.44974464178085327,0.709456205368042,0.537385880947113,0.7854636311531067,0.6090190410614014,0.45970940589904785,0.5873408913612366,0.6784054636955261,-0.026811733841896057,0.011965370737016201,-0.22066211700439453
0.4815518856048584,0.5862143635749817,0.49152398109436035,0.32549500465393066,0.3698429465293884,0.4939511716365814,0.4332447946071625,0.6959555149078369,0.4978216886520386,0.7816296219825745,0.6323509812355042,0.4779062569141388,0.5731745958328247,0.6870551705360413,0.057119220495224,0.11073219031095505,-0.04328278452157974
0.5036551356315613,0.5870909094810486,0.5080908536911011,0.34116578102111816,0.3759603500366211,0.5035794973373413,0.43067872524261475,0.6917135715484619,0.4993208944797516,0.7891966104507446,0.6325259804725647,0.503383457660675,0.5738756060600281,0.6909221410751343,0.22322849929332733,0.02247355505824089,-0.006808964069932699
0.4619361162185669,0.6319082975387573,0.3822433650493622,0.357146680355072,0.3632018566131592,0.531557559967041,0.47834548354148865,0.6996297240257263,0.5618327260017395,0.7750579714775085,0.5808486938476562,0.4582516551017761,0.6010903716087341,0.661917507648468,-0.1707804948091507,0.38389909267425537,-0.43685248494148254
0.5068442225456238,0.5979529023170471,0.4958147704601288,0.3260769844055176,0.3727678060531616,0.4947836995124817,0.4259701669216156,0.6873078346252441,0.49846699833869934,0.7737383246421814,0.6147379875183105,0.4722099304199219,0.5742390155792236,0.671781599521637,-0.02692815661430359,-0.024355659261345863,-0.05685983598232269
0.39840880036354065,0.5868653059005737,0.459427148103714,0.3658098578453064,0.39758628606796265,0.5091066956520081,0.4094770848751068,0.6698392629623413,0.43993282318115234,0.7686284780502319,0.5849443078041077,0.49666863679885864,0.5167596936225891,0.6808350682258606,0.236453115940094,1.2500534057617188,0.16705091297626495
0.46943753957748413,0.6141166090965271,0.39708566665649414,0.3684770166873932,0.36146456003189087,0.5338758230209351,0.47356894612312317,0.6986665725708008,0.553466260433197,0.769804835319519,0.5877480506896973,0.4588894248008728,0.585336446762085,0.6609825491905212,-0.15810243785381317,0.34346702694892883,-0.3815295100212097
0.4531536102294922,0.5777308344841003,0.49765321612358093,0.3472496271133423,0.4078214764595032,0.5145485401153564,0.44081777334213257,0.6889643669128418,0.48062238097190857,0.7743900418281555,0.6202852129936218,0.486816942691803,0.5611106157302856,0.6764670610427856,0.032105639576911926,0.44219136238098145,0.003890732303261757
0.4867003262042999,0.6197220087051392,0.5027050971984863,0.32181596755981445,0.3720545768737793,0.4783131778240204,0.42408859729766846,0.6961269974708557,0.49293920397758484,0.7922533750534058,0.6409891843795776,0.4797416925430298,0.5697987079620361,0.7011251449584961,-0.11301228404045105,0.07085586339235306,0.006496611982584
,,,,,,,,,,,,,,-5.235993385314941,-1.7969743013381958,5.194028377532959
0.5592011213302612,0.6325441002845764,0.6351742744445801,0.37933623790740967,0.43318530917167664,0.4484125077724457,0.41262587904930115,0.668406069278717,0.44387322664260864,0.7460322976112366,0.6423836946487427,0.5216459035873413,0.528143048286438,0.6986715793609619,-0.4513125419616699,-0.4928051829338074,0.5055947303771973
0.3568996787071228,0.5997104048728943,0.4086798429489136,0.3123987317085266,0.3718802034854889,0.4420837461948395,0.4005759358406067,0.670590877532959,0.432516872882843,0.7465825080871582,0.5298096537590027,0.4797990620136261,0.48015540838241577,0.6826857924461365,-0.5721776485443115,1.185997486114502,-0.4630487263202667
0.508988618850708,0.5986414551734924,0.5134437680244446,0.32146763801574707,0.36752983927726746,0.46861371397972107,0.4270397424697876,0.6846449971199036,0.49723172187805176,0.7848002910614014,0.648522138595581,0.4881514608860016,0.568087100982666,0.6933057308197021,-0.009482108056545258,-0.04449127987027168,0.05780135467648506
0.49884912371635437,0.6258472204208374,0.5013034343719482,0.2902660071849823,0.35104265809059143,0.4669284522533417,0.4220528304576874,0.6870928406715393,0.5069053769111633,0.798196017742157,0.6585323810577393,0.4738669693470001,0.5923740267753601,0.6896144151687622,-0.19455337524414062,0.004068916663527489,0.004039129242300987
0.49945583939552307,0.6132371425628662,0.5306267142295837,0.3111172020435333,0.3787955641746521,0.4802245497703552,0.40909016132354736,0.6725090742111206,0.4809907376766205,0.7946747541427612,0.6509253978729248,0.5005508661270142,0.5789863467216492,0.6869654059410095,-0.11178112030029297,0.013925855979323387,0.08150149136781693
0.5184888243675232,0.6116014719009399,0.46737638115882874,0.3015442490577698,0.34346938133239746,0.49101999402046204,0.44622212648391724,0.7011281847953796,0.541379451751709,0.7999336123466492,0.6418890953063965,0.4534510374069214,0.6011601686477661,0.6797868609428406,-0.1921604424715042,-0.025811972096562386,-0.13474902510643005
0.5279985070228577,0.6241770386695862,0.5040324330329895,0.29194557666778564,0.34018033742904663,0.48243454098701477,0.42286598682403564,0.6967172622680664,0.516182005405426,0.8082286715507507,0.6508782505989075,0.47306978702545166,0.5938832759857178,0.6843699812889099,-0.22203585505485535,-0.09799320250749588,-0.04422760754823685
0.5076618194580078,0.5965518951416016,0.489602655172348,0.3039540648460388,0.34757891297340393,0.4923851788043976,0.42187875509262085,0.6835247874259949,0.5147193074226379,0.7984743118286133,0.644830048084259,0.47715097665786743,0.591082751750946,0.6725005507469177,-0.10246188193559647,-0.014643408358097076,-0.0373292900621891
0.5080010890960693,0.6200404763221741,0.5442701578140259,0.319438099861145,0.3694106340408325,0.46603086590766907,0.3909928500652313,0.6687303185462952,0.4671017825603485,0.8014546632766724,0.647568941116333,0.5054326057434082,0.5675278306007385,0.6887508034706116,-0.17930525541305542,-0.08147046715021133,0.17206275463104248
0.5264743566513062,0.6270532608032227,0.5251904726028442,0.33072948455810547,0.3694019317626953,0.4789256751537323,0.4142686128616333,0.6839444041252136,0.4899339973926544,0.780143141746521,0.6269447803497314,0.4856587052345276,0.562315821647644,0.686002254486084,-0.2755659222602844,-0.28243958950042725,0.0964675173163414
0.5260747671127319,0.6073500514030457,0.5659212470054626,0.30492135882377625,0.37291616201400757,0.45713818073272705,0.3804495334625244,0.6653708815574646,0.46982380747795105,0.8113773465156555,0.6638981699943542,0.5073549151420593,0.5876082181930542,0.6978229284286499,-0.04437829181551933,-0.15650703012943268,0.18428319692611694
0.48838841915130615,0.5927203297615051,0.507175087928772,0.29195645451545715,0.34466683864593506,0.4650125503540039,0.3979909420013428,0.6715865731239319,0.49044373631477356,0.8058286905288696,0.6674719452857971,0.48601722717285156,0.600304126739502,0.6886390447616577,-0.0353214256465435,0.06007925793528557,0.05332294851541519
0.5027099847793579,0.6162960529327393,0.4987473785877228,0.29269978404045105,0.3476656675338745,0.470781147480011,0.4104452431201935,0.682808518409729,0.5107381343841553,0.8062789440155029,0.6638910174369812,0.46965640783309937,0.6058216094970703,0.6841351985931396,-0.10684169083833694,0.04327817261219025,-0.02077854610979557
0.5011976361274719,0.611038088798523,0.5280775427818298,0.297019898891449,0.36764198541641235,0.46110260486602783,0.40351468324661255,0.678991973400116,0.4862577021121979,0.8036374449729919,0.6538645029067993,0.48713305592536926,0.5900574326515198,0.6928247213363647,-0.08139440417289734,0.016389934346079826,0.09836138039827347
0.4876914918422699,0.5998000502586365,0.5207585096359253,0.3013867437839508,0.37335509061813354,0.4670702815055847,0.4028005599975586,0.672889232635498,0.48124033212661743,0.8040424585342407,0.6515052914619446,0.49011850357055664,0.5842288732528687,0.6912403106689453,-0.02673025242984295,0.036587927490472794,0.08100451529026031
0.5124109387397766,0.6293207406997681,0.5155054330825806,0.2909151613712311,0.3557215929031372,0.4684884250164032,0.40372544527053833,0.6815811395645142,0.49552538990974426,0.8115079998970032,0.6544198989868164,0.47648364305496216,0.5882736444473267,0.6900432109832764,-0.09939554333686829,-0.0715140700340271,0.04695113003253937
0.5167756080627441,0.6175273060798645,0.514461874961853,0.2913343906402588,0.359280526638031,0.46799004077911377,0.4215084910392761,0.6987539529800415,0.5038492679595947,0.8039653897285461,0.6494560837745667,0.47155046463012695,0.5838022828102112,0.6978101134300232,-0.08366979658603668,-0.09809946268796921,0.04511004686355591
0.5095820426940918,0.6144921779632568,0.5226529240608215,0.2964412569999695,0.36201047897338867,0.4661124050617218,0.41693115234375,0.6923534274101257,0.5002049207687378,0.8051690459251404,0.6611175537109375,0.4795370399951935,0.5872758626937866,0.6998041868209839,-0.14973685145378113,-0.020040029659867287,0.03899749740958214
0.5058584809303284,0.6022216081619263,0.5031694769859314,0.2915230989456177,0.3544035255908966,0.472846120595932,0.4345487952232361,0.6966207027435303,0.5169376730918884,0.8002588748931885,0.6668622493743896,0.46753379702568054,0.5946717262268066,0.6932566165924072,-0.09953904151916504,0.056213684380054474,-0.029257768765091896
0.5010876655578613,0.5982247591018677,0.5060709118843079,0.30510756373405457,0.3519953489303589,0.47603362798690796,0.4226950407028198,0.6813220381736755,0.5027894377708435,0.7923361659049988,0.6555037498474121,0.479538232088089,0.5873190760612488,0.6813268661499023,-0.04487668350338936,0.01456291414797306,0.009289848618209362
0.5165047645568848,0.6089006662368774,0.5294760465621948,0.30873093008995056,0.37589576840400696,0.46441739797592163,0.42555269598960876,0.6959747076034546,0.496962308883667,0.8040573596954346,0.6474148631095886,0.48412200808525085,0.5751498937606812,0.7043238282203674,-0.04540344327688217,-0.08067943900823593,0.08004331588745117
0.5139278769493103,0.6324301362037659,0.5288869142532349,0.29257863759994507,0.34990394115448,0.4614018499851227,0.39717626571655273,0.6793900728225708,0.49003249406814575,0.811463475227356,0.665351152420044,0.48894447088241577,0.5917186141014099,0.6931180953979492,-0.24500322341918945,-0.0846695601940155,0.0886898934841156
0.5173630118370056,0.6112824082374573,0.5411598086357117,0.30617353320121765,0.3639846444129944,0.45832040905952454,0.41095009446144104,0.6900297403335571,0.4862104654312134,0.8107973337173462,0.6620316505432129,0.4909086227416992,0.5754810571670532,0.7046569585800171,-0.1253582239151001,-0.08322963863611221,0.11471042782068253
0.5112593770027161,0.607097864151001,0.5469671487808228,0.3043011724948883,0.3658350110054016,0.4538138508796692,0.4029609262943268,0.6827298998832703,0.47441720962524414,0.8051498532295227,0.6626205444335938,0.4984552562236786,0.5731323957443237,0.7036857604980469,0.009365042671561241,-0.11096616089344025,0.14535269141197205
0.5013554692268372,0.596230149269104,0.504376232624054,0.30250322818756104,0.35669344663619995,0.4777204096317291,0.4210033714771271,0.6969170570373535,0.49974921345710754,0.8022122383117676,0.6506725549697876,0.48243770003318787,0.5813276171684265,0.6937702894210815,0.03917831927537918,-0.01706269569694996,0.013729116879403591
0.5079681277275085,0.5954766869544983,0.5168803930282593,0.30520713329315186,0.3638572692871094,0.4759945869445801,0.4225233495235443,0.6942367553710938,0.49819767475128174,0.7986001968383789,0.6522501707077026,0.4842521548271179,0.5794795751571655,0.6967763900756836,0.07594640552997589,-0.0336374007165432,0.055352382361888885
0.5075840353965759,0.6210088729858398,0.5047693252563477,0.297611266374588,0.3505381643772125,0.4627583622932434,0.41978171467781067,0.6974847316741943,0.5078669190406799,0.8055031299591064,0.654639482498169,0.4680626392364502,0.5924748182296753,0.6966449022293091,-0.1389320343732834,-0.037361741065979004,0.014892404899001122
0.5142729878425598,0.5930378437042236,0.5304508805274963,0.30968913435935974,0.3796575367450714,0.46971553564071655,0.430693119764328,0.694534182548523,0.5037052631378174,0.8000296354293823,0.6557874083518982,0.4898924231529236,0.5873939394950867,0.7000804543495178,0.11020197719335556,-0.0019757412374019623,0.044742800295352936
0.4946709871292114,0.6183110475540161,0.5245404243469238,0.2920040786266327,0.35141539573669434,0.4588051438331604,0.39470434188842773,0.6695200800895691,0.4798649549484253,0.8013803958892822,0.6658215522766113,0.4877548813819885,0.5859606266021729,0.6895021200180054,-0.13803048431873322,0.0023173904046416283,0.09060649573802948
0.4975307881832123,0.6087291240692139,0.5518563985824585,0.3069530725479126,0.38317185640335083,0.45203131437301636,0.39531880617141724,0.6467414498329163,0.46922212839126587,0.796352744102478,0.6591299176216125,0.5012949109077454,0.5921039581298828,0.676855206489563,-0.15018633008003235,0.022863656282424927,0.18140332400798798
0.5385292172431946,0.6157343983650208,0.5653433799743652,0.3348959684371948,0.3995652496814728,0.4655637741088867,0.41688984632492065,0.6591875553131104,0.48155516386032104,0.7765673995018005,0.6296280026435852,0.5083321332931519,0.562258243560791,0.6817702054977417,-0.15034189820289612,-0.33747005462646484,0.2147447168827057
0.5174611806869507,0.6168779730796814,0.5938178300857544,0.33049777150154114,0.3986513614654541,0.44796061515808105,0.37681612372398376,0.6382275223731995,0.44841107726097107,0.7928088903427124,0.6741023659706116,0.5167479515075684,0.5781768560409546,0.6876897811889648,-0.1879265308380127,-0.1640925258398056,0.2579972445964813
0.45605915784835815,0.5546303987503052,0.5882588028907776,0.3050496578216553,0.390601247549057,0.43916037678718567,0.36585745215415955,0.6578212976455688,0.39264240860939026,0.7830588817596436,0.6928932666778564,0.5260852575302124,0.5153164267539978,0.7137282490730286,0.2858484983444214,0.22776201367378235,0.37458619475364685
,,,,,,,,,,,,,,-0.009764064103364944,1.0897417068481445,0.05189862102270126
0.4852452576160431,0.6284102201461792,0.4463346600532532,0.370222806930542,0.3690130114555359,0.5127221345901489,0.45922791957855225,0.6758488416671753,0.5408205986022949,0.7442095279693604,0.6181960701942444,0.4766576588153839,0.5955684185028076,0.6607955694198608,-0.540294349193573,0.16988509893417358,-0.2641063332557678
0.5504167079925537,0.6113899350166321,0.5542330145835876,0.35267704725265503,0.3878742456436157,0.4880827069282532,0.42880332469940186,0.6801226735115051,0.5060977935791016,0.7747977375984192,0.6390293836593628,0.5020042657852173,0.5799021124839783,0.6800586581230164,-0.2177373617887497,-0.4935014247894287,0.15151101350784302
0.42959216237068176,0.614338219165802,0.43828561902046204,0.3709811568260193,0.38088458776474,0.5090997815132141,0.423456072807312,0.6819275617599487,0.47131726145744324,0.7551447153091431,0.5636573433876038,0.49760374426841736,0.5213937163352966,0.6806724071502686,-0.2674237787723541,1.37021803855896,-0.47108685970306396
